Player,Tm,Year,G,MP,PER,BPM,VORP
Justin Holiday,IND,2020,4,131,10.7,1.1,0.1
Rondae Hollis-Jefferson,TOR,2020,5,39,17.2,-0.8,0.0
Al Horford,PHI,2020,4,129,10.7,-1.3,0.0
Talen Horton-Tucker,LAL,2020,2,17,25.3,4.7,0.0
Danuel House Jr.,HOU,2020,9,279,12.0,0.1,0.2
Dwight Howard*,LAL,2020,18,282,15.7,-2.1,0.0
Serge Ibaka,TOR,2020,11,251,25.2,7.7,0.6
Andre Iguodala,MIA,2020,21,410,9.3,0.6,0.3
Ersan Ä°lyasova,MIL,2020,3,23,7.4,-4.8,0.0
Joe Ingles,UTA,2020,7,234,12.0,-0.3,0.1
Wes Iwundu,ORL,2020,5,76,6.6,-2.1,0.0
Justin Jackson,DAL,2020,3,16,-4.0,-16.2,-0.1
Reggie Jackson,LAC,2020,12,170,10.0,-0.2,0.1
LeBron James,LAL,2020,21,762,30.2,10.7,2.4
Alize Johnson,IND,2020,1,0,,-7.1,0.0
B.J. Johnson,ORL,2020,1,4,26.1,12.8,0.0
Stanley Johnson,TOR,2020,3,20,22.9,3.2,0.0
Tyler Johnson,BRK,2020,4,93,13.1,0.3,0.1
Nikola JokiÄ,DEN,2020,19,694,24.8,7.4,1.7
Derrick Jones Jr.,MIA,2020,15,97,13.4,3.1,0.1
Michael Kidd-Gilchrist,DAL,2020,6,55,5.0,-5.0,0.0
Maxi Kleber,DAL,2020,6,203,7.1,-3.3,-0.1
Furkan Korkmaz,PHI,2020,4,40,-4.6,-11.8,-0.1
Kyle Korver,MIL,2020,10,119,12.2,0.0,0.1
Rodions Kurucs,BRK,2020,4,58,9.9,-4.4,0.0
Kyle Kuzma,LAL,2020,21,484,10.0,-3.6,-0.2
Romeo Langford,BOS,2020,7,46,2.7,-4.2,0.0
Vic Law,ORL,2020,1,4,44.2,36.8,0.0
Kawhi Leonard,LAC,2020,13,511,27.8,9.4,1.5
Meyers Leonard,MIA,2020,3,31,18.4,6.2,0.1
Caris LeVert,BRK,2020,4,140,17.1,2.6,0.2
Damian Lillard,POR,2020,4,143,18.7,4.5,0.2
Brook Lopez,MIL,2020,10,328,17.1,3.2,0.4
Robin Lopez,MIL,2020,3,21,10.0,-1.2,0.0
Kyle Lowry,TOR,2020,11,413,16.1,3.5,0.5
TimothÃ© Luwawu-Cabarrot,BRK,2020,4,131,6.5,-4.6,-0.1
Terance Mann,LAC,2020,13,27,1.0,-6.8,0.0
Boban MarjanoviÄ,DAL,2020,6,82,19.8,0.8,0.1
Jeremiah Martin,BRK,2020,3,27,5.1,-6.9,0.0
Frank Mason III,MIL,2020,2,2,16.4,4.4,0.0
Wesley Matthews,MIL,2020,10,246,9.1,0.2,0.1
CJ McCollum,POR,2020,5,196,14.9,1.0,0.1
T.J. McConnell,IND,2020,3,28,6.4,-9.1,-0.1
Doug McDermott,IND,2020,4,54,-0.6,-9.9,-0.1
JaVale McGee,LAL,2020,14,135,15.3,-1.1,0.0
Rodney McGruder,LAC,2020,5,16,25.8,11.8,0.1
Ben McLemore,HOU,2020,11,130,9.0,-0.6,0.0
Khris Middleton,MIL,2020,10,355,13.5,0.0,0.2
Malcolm Miller,TOR,2020,1,5,2.1,-10.8,0.0
Paul Millsap,DEN,2020,19,459,10.7,-2.7,-0.1
Shake Milton,PHI,2020,4,126,13.3,1.3,0.1
Donovan Mitchell,UTA,2020,7,264,33.7,9.5,0.7
Juwan Morgan,UTA,2020,7,86,5.4,-4.1,0.0
Marcus Morris,LAC,2020,13,388,14.4,3.1,0.5
Markieff Morris,LAL,2020,21,385,8.8,-1.6,0.0
Monte Morris,DEN,2020,19,406,16.3,1.1,0.3
Emmanuel Mudiay,UTA,2020,3,34,9.8,-6.6,0.0
Jamal Murray,DEN,2020,19,753,23.7,5.9,1.5
DÅ¾anan Musa,BRK,2020,3,39,4.1,-9.5,-0.1
Mike Muscala,OKC,2020,2,20,6.7,-1.6,0.0
Abdel Nader,OKC,2020,3,25,3.5,-1.7,0.0
Raul Neto,PHI,2020,2,26,8.9,-1.6,0.0
Georges Niang,UTA,2020,7,114,16.9,0.3,0.1
Joakim Noah,LAC,2020,2,2,0.0,-5.8,0.0
Nerlens Noel,OKC,2020,7,97,9.8,-1.6,0.0
Kendrick Nunn,MIA,2020,15,239,7.8,-4.4,-0.1
Jusuf NurkiÄ,POR,2020,5,161,15.7,1.1,0.1
Royce O'Neale,UTA,2020,7,249,6.2,-1.7,0.0
Kyle O'Quinn,PHI,2020,1,6,-19.7,-26.1,0.0
Semi Ojeleye,BOS,2020,13,122,1.6,-4.1,-0.1
Victor Oladipo,IND,2020,4,123,12.8,-0.7,0.0
Kelly Olynyk,MIA,2020,17,258,17.5,2.1,0.3
Miye Oni,UTA,2020,2,14,22.3,1.8,0.0
Patrick Patterson,LAC,2020,2,10,53.4,39.4,0.1
Chris Paul,OKC,2020,7,261,19.3,4.1,0.4
Norvel Pelle,PHI,2020,1,7,14.3,6.0,0.0
Mason Plumlee,DEN,2020,19,206,14.1,-1.2,0.0
Vincent Poirier,BOS,2020,1,2,44.6,50.4,0.0
Michael Porter Jr.,DEN,2020,19,451,16.0,1.0,0.3
Kristaps PorziÅÄ£is,DAL,2020,3,94,26.0,5.7,0.2
Norman Powell,TOR,2020,11,273,14.5,1.5,0.2
Josh Reaves,DAL,2020,2,9,12.6,-3.9,0.0
Josh Richardson,PHI,2020,4,144,11.8,-0.1,0.1
Austin Rivers,HOU,2020,12,211,5.4,-4.8,-0.1
Andre Roberson,OKC,2020,1,3,-19.8,-22.9,0.0
Duncan Robinson,MIA,2020,21,600,12.3,1.2,0.5
Rajon Rondo,LAL,2020,16,395,16.8,3.5,0.5
Terrence Ross,ORL,2020,5,135,13.9,-0.4,0.1
JaKarr Sampson,IND,2020,4,50,14.2,-0.8,0.0
Dennis SchrÃ¶der,OKC,2020,7,227,11.6,-1.3,0.0
Mike Scott,PHI,2020,4,20,12.6,-2.2,0.0
Landry Shamet,LAC,2020,13,243,7.1,-1.8,0.0
Pascal Siakam,TOR,2020,11,418,11.0,-2.0,0.0
Anfernee Simons,POR,2020,4,82,10.5,0.9,0.1
Marcus Smart,BOS,2020,17,648,11.6,0.4,0.4
J.R. Smith,LAL,2020,10,75,-3.7,-11.7,-0.2
Edmond Sumner,IND,2020,3,41,-1.4,-12.9,-0.1
Jayson Tatum,BOS,2020,17,690,20.7,6.3,1.4
Garrett Temple,BRK,2020,4,137,4.6,-6.1,-0.1
Daniel Theis,BOS,2020,17,482,13.4,0.5,0.3
Lance Thomas,BRK,2020,3,17,1.5,-11.8,0.0
Matt Thomas,TOR,2020,10,84,15.6,2.9,0.1
Matisse Thybulle,PHI,2020,4,75,4.1,-3.1,0.0
Gary Trent Jr.,POR,2020,5,153,5.8,-4.2,-0.1
P.J. Tucker,HOU,2020,12,414,8.6,-1.2,0.1
Rayjon Tucker,UTA,2020,2,11,1.6,-13.2,0.0
Myles Turner,IND,2020,4,146,18.6,1.8,0.1
Fred VanVleet,TOR,2020,11,430,16.4,4.7,0.7
Gabe Vincent,MIA,2020,1,0,,-4.0,0.0
Noah Vonleh,DEN,2020,1,3,-15.1,-21.0,0.0
Nikola VuÄeviÄ,ORL,2020,5,185,22.9,7.3,0.4
Dion Waiters,LAL,2020,5,38,4.4,-7.3,-0.1
Kemba Walker,BOS,2020,17,628,16.9,3.0,0.8
Brad Wanamaker,BOS,2020,17,273,11.1,1.2,0.2
T.J. Warren,IND,2020,4,156,15.1,-0.4,0.1
Tremont Waters,BOS,2020,1,2,0.6,-8.3,0.0
Paul Watson,TOR,2020,2,9,13.9,0.5,0.0
Russell Westbrook,HOU,2020,8,262,12.1,-3.2,-0.1
Hassan Whiteside,POR,2020,5,106,12.9,-1.1,0.0
Grant Williams,BOS,2020,17,170,10.6,2.1,0.2
Lou Williams,LAC,2020,13,341,15.1,0.2,0.2
Marvin Williams,MIL,2020,10,179,13.7,2.9,0.2
Robert Williams,BOS,2020,13,149,19.8,3.3,0.2
Nigel Williams-Goss,UTA,2020,1,2,17.9,5.8,0.0
Delon Wright,DAL,2020,4,53,13.6,0.5,0.0
Ivica Zubac,LAC,2020,13,320,16.0,-0.5,0.1
Precious Achiuwa,MIA,2021,3,12,8.1,-8.5,0.0
Bam Adebayo,MIA,2021,4,136,14.9,0.9,0.1
Ty-Shon Alexander,PHO,2021,1,1,79.0,29.5,0.0
Grayson Allen,MEM,2021,5,116,5.3,-5.7,-0.1
Kyle Anderson,MEM,2021,5,142,13.7,2.4,0.2
Giannis Antetokounmpo,MIL,2021,21,800,27.6,9.9,2.4
Thanasis Antetokounmpo,MIL,2021,13,45,10.0,-1.1,0.0
Carmelo Anthony*,POR,2021,6,143,12.2,-1.8,0.0
Trevor Ariza,MIA,2021,4,96,4.0,-4.7,-0.1
Deandre Ayton,PHO,2021,22,801,19.5,3.0,1.0
Udoka Azubuike,UTA,2021,1,1,12.0,3.9,0.0
Desmond Bane,MEM,2021,5,99,14.2,3.7,0.1
RJ Barrett,NYK,2021,5,162,14.2,3.2,0.2
Will Barton,DEN,2021,3,83,15.7,2.3,0.1
Nicolas Batum,LAC,2021,19,555,14.9,4.3,0.9
Bradley Beal,WAS,2021,5,195,17.5,1.6,0.2
DÄvis BertÄns,WAS,2021,4,106,8.5,-2.7,0.0
Patrick Beverley,LAC,2021,17,323,12.0,1.6,0.3
Nemanja Bjelica,MIA,2021,2,30,22.1,10.1,0.1
Keljin Blevins,POR,2021,2,4,5.8,-12.5,0.0
Bogdan BogdanoviÄ,ATL,2021,18,598,10.9,0.4,0.4
Bojan BogdanoviÄ,UTA,2021,11,390,13.8,0.5,0.2
Bol Bol,DEN,2021,3,6,5.7,2.8,0.0
Isaac Bonga,WAS,2021,4,10,-15.3,-20.0,0.0
Devin Booker,PHO,2021,22,889,16.1,-0.4,0.4
Jarrell Brantley,UTA,2021,2,3,-19.3,-28.1,0.0
Mikal Bridges,PHO,2021,22,707,12.9,1.7,0.7
Dillon Brooks,MEM,2021,5,175,20.6,2.6,0.2
Bruce Brown,BRK,2021,12,277,14.0,0.7,0.2
Jalen Brunson,DAL,2021,7,114,15.3,0.1,0.1
Elijah Bryant,MIL,2021,11,50,7.5,-3.6,0.0
Reggie Bullock,NYK,2021,5,162,7.5,-1.2,0.0
Trey Burke,DAL,2021,2,17,-12.6,-18.7,-0.1
Alec Burks,NYK,2021,5,128,16.0,3.9,0.2
Jimmy Butler,MIA,2021,4,154,9.7,-1.4,0.0
Kentavious Caldwell-Pope,LAL,2021,5,146,5.9,-3.6,-0.1
Facundo Campazzo,DEN,2021,10,270,12.4,-0.3,0.1
Vlatko ÄanÄar,DEN,2021,5,21,25.5,12.0,0.1
Clint Capela,ATL,2021,18,569,15.8,1.3,0.5
Jevon Carter,PHO,2021,7,22,6.5,-4.2,0.0
Alex Caruso,LAL,2021,6,121,3.0,-5.7,-0.1
Willie Cauley-Stein,DAL,2021,6,63,14.0,0.8,0.0
Chris Chiozza,BRK,2021,6,19,0.7,-8.1,0.0
Brandon Clarke,MEM,2021,2,9,9.9,-2.6,0.0
Jordan Clarkson,UTA,2021,11,298,14.1,-1.5,0.0
Nic Claxton,BRK,2021,12,130,13.5,-0.4,0.1
Amir Coffey,LAC,2021,10,16,18.1,6.7,0.0
John Collins,ATL,2021,18,576,15.3,0.9,0.4
Mike Conley,UTA,2021,6,176,18.5,3.0,0.2
Pat Connaughton,MIL,2021,23,546,11.2,0.8,0.4
DeMarcus Cousins,LAC,2021,7,58,25.6,0.4,0.0
Robert Covington,POR,2021,6,228,11.5,1.3,0.2
Torrey Craig,PHO,2021,22,266,10.0,-2.6,0.0
Jae Crowder,PHO,2021,22,729,11.4,1.9,0.7
Seth Curry,PHI,2021,12,381,18.8,5.3,0.7
Anthony Davis,LAL,2021,5,144,20.9,6.0,0.3
Dewayne Dedmon,MIA,2021,4,57,13.6,-3.4,0.0
Mamadi Diakite,MIL,2021,7,35,3.4,-6.7,0.0
Donte DiVincenzo,MIL,2021,3,70,2.3,-4.5,0.0
Luka DonÄiÄ,DAL,2021,7,281,27.5,11.8,1.0
Goran DragiÄ,MIA,2021,4,117,12.7,1.6,0.1
Andre Drummond,LAL,2021,5,105,19.2,0.2,0.1
Jared Dudley,LAL,2021,2,5,0.0,-5.2,0.0
Kris Dunn,ATL,2021,5,33,6.2,-1.8,0.0
Kevin Durant,BRK,2021,12,485,26.9,10.0,1.5
Carsen Edwards,BOS,2021,2,5,34.9,13.2,0.0
CJ Elleby,POR,2021,2,8,0.4,-6.8,0.0
Joel Embiid,PHI,2021,11,357,26.2,7.5,0.9
Tacko Fall,BOS,2021,1,1,11.9,0.7,0.0
Derrick Favors,UTA,2021,11,145,14.7,-0.7,0.0
Bruno Fernando,ATL,2021,6,12,20.2,4.0,0.0
Yogi Ferrell,LAC,2021,9,15,11.5,-2.2,0.0
Dorian Finney-Smith,DAL,2021,7,271,9.5,-0.9,0.1
Bryn Forbes,MIL,2021,20,273,10.5,-0.7,0.1
Trent Forrest,UTA,2021,4,10,7.9,-6.9,0.0
Evan Fournier,BOS,2021,5,167,11.8,-2.3,0.0
Enes Freedom,POR,2021,5,56,6.4,-8.3,-0.1
Daniel Gafford,WAS,2021,5,117,25.1,6.1,0.2
Danilo Gallinari,ATL,2021,18,442,13.3,0.7,0.3
Langston Galloway,PHO,2021,2,15,-7.1,-14.6,0.0
Marc Gasol,LAL,2021,5,87,18.7,10.7,0.3
Paul George,LAC,2021,19,776,20.0,2.5,0.9
Taj Gibson,NYK,2021,5,138,14.4,2.1,0.1
Harry Giles,POR,2021,1,4,-26.5,-49.8,0.0
Anthony Gill,WAS,2021,4,33,-8.8,-17.1,-0.1
Rudy Gobert,UTA,2021,11,376,21.4,2.6,0.4
Aaron Gordon,DEN,2021,10,299,10.5,-4.0,-0.2
Danny Green,PHI,2021,8,199,13.0,3.5,0.3
JaMychal Green,DEN,2021,10,190,12.8,-1.3,0.0
Jeff Green,BRK,2021,6,148,12.3,2.6,0.2
Josh Green,DAL,2021,1,4,0.0,-6.8,0.0
Blake Griffin,BRK,2021,12,318,14.6,2.4,0.4
Rui Hachimura,WAS,2021,5,173,13.7,0.8,0.1
Tim Hardaway Jr.,DAL,2021,7,262,11.1,-1.9,0.0
James Harden,BRK,2021,9,322,23.9,9.1,0.9
Montrezl Harrell,LAL,2021,4,39,22.5,4.1,0.1
Joe Harris,BRK,2021,12,434,7.1,-3.2,-0.1
Tobias Harris,PHI,2021,12,438,17.8,2.3,0.5
Shaquille Harrison,DEN,2021,9,40,11.6,2.6,0.0
Tyler Herro,MIA,2021,4,93,7.9,-2.2,0.0
George Hill,PHI,2021,12,205,8.8,-1.1,0.0
Solomon Hill,ATL,2021,14,145,1.1,-5.9,-0.1
Jrue Holiday,MIL,2021,23,912,15.2,2.4,1.0
Rondae Hollis-Jefferson,POR,2021,5,36,15.1,-0.2,0.0
Talen Horton-Tucker,LAL,2021,4,48,12.9,-1.9,0.0
Dwight Howard*,PHI,2021,12,149,16.2,-2.5,0.0
Markus Howard,DEN,2021,9,112,8.3,-2.9,0.0
Kevin Huerter,ATL,2021,18,558,11.2,1.2,0.4
De'Andre Hunter,ATL,2021,5,152,7.1,-3.2,0.0
Chandler Hutchison,WAS,2021,2,18,6.3,-3.9,0.0
Serge Ibaka,LAC,2021,2,18,30.7,12.0,0.1
Andre Iguodala,MIA,2021,4,71,9.5,0.6,0.0
Ersan Ä°lyasova,UTA,2021,1,3,41.9,7.2,0.0
Joe Ingles,UTA,2021,11,306,13.8,2.2,0.3
Kyrie Irving,BRK,2021,9,325,20.0,3.5,0.5
Jaren Jackson Jr.,MEM,2021,5,137,15.9,-0.4,0.1
Justin Jackson,MIL,2021,5,15,15.8,4.1,0.0
Reggie Jackson,LAC,2021,19,622,17.3,2.9,0.8
LeBron James,LAL,2021,6,224,20.1,9.2,0.6
Mike James,BRK,2021,9,103,6.2,-5.9,-0.1
Isaiah Joe,PHI,2021,4,9,-0.3,-11.2,0.0
Alize Johnson,BRK,2021,5,23,18.2,1.0,0.0
Cameron Johnson,PHO,2021,21,443,14.8,4.3,0.7
Tyler Johnson,BRK,2021,8,69,6.6,-3.9,0.0
Nikola JokiÄ,DEN,2021,10,345,29.6,9.0,0.9
Derrick Jones Jr.,POR,2021,2,10,5.8,-8.6,0.0
Tyus Jones,MEM,2021,5,47,10.4,-3.2,0.0
Frank Kaminsky,PHO,2021,10,68,13.8,4.9,0.1
Luke Kennard,LAC,2021,15,219,11.0,-0.2,0.1
Maxi Kleber,DAL,2021,7,187,7.5,-1.7,0.0
Nathan Knight,ATL,2021,6,14,2.7,-10.8,0.0
Kevin Knox,NYK,2021,1,4,43.4,36.4,0.0
John Konchar,MEM,2021,1,3,3.9,-2.6,0.0
Furkan Korkmaz,PHI,2021,12,195,11.3,-0.4,0.1
Luke Kornet,BOS,2021,2,5,27.3,6.0,0.0
Kyle Kuzma,LAL,2021,6,129,3.3,-5.9,-0.1
Romeo Langford,BOS,2021,4,109,11.7,-0.1,0.1
T.J. Leaf,POR,2021,3,7,41.6,10.6,0.0
Alex Len,WAS,2021,5,42,15.3,-1.8,0.0
Kawhi Leonard,LAC,2021,11,432,30.6,10.7,1.4
Damian Lillard,POR,2021,6,248,30.4,12.2,0.8
Nassir Little,POR,2021,3,9,5.5,-8.3,0.0
Brook Lopez,MIL,2021,23,667,16.9,2.1,0.7
Robin Lopez,WAS,2021,5,73,17.3,0.2,0.0
TimothÃ© Luwawu-Cabarrot,BRK,2021,7,25,3.1,-5.7,0.0
Terance Mann,LAC,2021,19,378,14.1,-0.2,0.2
Boban MarjanoviÄ,DAL,2021,4,83,20.4,0.3,0.0
Garrison Mathews,WAS,2021,3,17,-2.6,-13.7,-0.1
Wesley Matthews,LAL,2021,6,110,6.2,-3.0,0.0
Tyrese Maxey,PHI,2021,12,156,12.7,-1.2,0.0
Skylar Mays,ATL,2021,7,17,21.6,6.8,0.0
CJ McCollum,POR,2021,6,240,12.8,-3.3,-0.1
JaVale McGee,DEN,2021,4,34,12.3,-1.0,0.0
Alfonzo McKinnie,LAL,2021,2,12,-10.6,-16.0,0.0
Ben McLemore,LAL,2021,4,36,1.0,-5.2,0.0
NicolÃ² Melli,DAL,2021,3,19,-1.4,-10.1,0.0
De'Anthony Melton,MEM,2021,5,83,9.9,-2.9,0.0
Sam Merrill,MIL,2021,8,30,8.3,-0.5,0.0
Khris Middleton,MIL,2021,23,922,16.5,2.6,1.1
Paul Millsap,DEN,2021,9,109,18.3,2.1,0.1
Shake Milton,PHI,2021,12,121,4.4,-7.7,-0.2
Donovan Mitchell,UTA,2021,10,346,26.4,7.8,0.9
E'Twaun Moore,PHO,2021,7,46,11.4,-0.7,0.0
Ja Morant,MEM,2021,5,203,21.5,2.8,0.2
Juwan Morgan,UTA,2021,2,6,11.4,2.7,0.0
Marcus Morris,LAC,2021,19,604,11.6,-1.2,0.1
Markieff Morris,LAL,2021,4,38,4.1,-7.1,0.0
Monte Morris,DEN,2021,10,286,17.3,2.5,0.3
Abdel Nader,PHO,2021,5,29,0.3,-8.0,0.0
Aaron Nesmith,BOS,2021,5,75,3.5,-7.0,-0.1
Raul Neto,WAS,2021,5,112,5.5,-5.8,-0.1
Georges Niang,UTA,2021,11,129,1.6,-8.2,-0.2
Zeke Nnaji,DEN,2021,5,18,25.7,12.3,0.1
Nerlens Noel,NYK,2021,5,92,12.7,-0.5,0.0
Frank Ntilikina,NYK,2021,3,4,-10.4,-19.6,0.0
Kendrick Nunn,MIA,2021,4,93,7.5,-3.8,0.0
Jusuf NurkiÄ,POR,2021,6,173,17.7,-0.8,0.1
Jordan Nwora,MIL,2021,5,31,8.7,-8.0,0.0
Royce O'Neale,UTA,2021,11,404,13.1,3.1,0.5
Semi Ojeleye,BOS,2021,2,12,-3.8,-13.9,0.0
Onyeka Okongwu,ATL,2021,18,166,15.8,0.3,0.1
KZ Okpala,MIA,2021,2,6,-6.6,-14.8,0.0
Miye Oni,UTA,2021,8,41,-3.6,-10.7,-0.1
Daniel Oturu,LAC,2021,8,15,12.1,-6.0,0.0
Jabari Parker,BOS,2021,4,59,17.0,-0.4,0.0
Chris Paul,PHO,2021,20,683,20.7,5.0,1.2
Cameron Payne,PHO,2021,22,418,15.1,2.2,0.4
Elfrid Payton,NYK,2021,2,13,-8.8,-13.0,0.0
Reggie Perry,BRK,2021,5,22,20.5,-0.9,0.0
Michael Porter Jr.,DEN,2021,10,332,14.9,-0.6,0.1
Bobby Portis,MIL,2021,20,366,17.1,1.0,0.3
Kristaps PorziÅÄ£is,DAL,2021,7,233,14.9,0.7,0.2
Dwight Powell,DAL,2021,7,52,22.7,8.2,0.1
Norman Powell,POR,2021,6,216,14.3,-0.3,0.1
Payton Pritchard,BOS,2021,5,67,10.1,-2.1,0.0
Immanuel Quickley,NYK,2021,5,77,2.4,-6.6,-0.1
Julius Randle,NYK,2021,5,180,7.2,-3.5,-0.1
Cam Reddish,ATL,2021,4,92,19.2,6.5,0.2
Paul Reed,PHI,2021,3,11,24.5,0.8,0.0
Josh Richardson,DAL,2021,7,94,8.4,-4.7,-0.1
Austin Rivers,DEN,2021,10,305,7.5,-4.4,-0.2
Duncan Robinson,MIA,2021,4,100,9.0,-0.8,0.0
Rajon Rondo,LAC,2021,13,220,10.6,-2.7,0.0
Derrick Rose,NYK,2021,5,175,17.1,4.3,0.3
Dario Å ariÄ,PHO,2021,14,147,15.2,1.7,0.1
Dennis SchrÃ¶der,LAL,2021,6,196,11.1,-0.9,0.1
Mike Scott,PHI,2021,5,34,4.9,-3.2,0.0
Jay Scrubb,LAC,2021,6,8,1.6,-5.0,0.0
Landry Shamet,BRK,2021,12,206,6.6,-3.3,-0.1
Ben Simmons,PHI,2021,12,402,18.1,4.3,0.6
Anfernee Simons,POR,2021,6,107,15.2,3.6,0.2
Marcus Smart,BOS,2021,5,183,14.8,0.7,0.1
Ish Smith,WAS,2021,5,111,7.9,-2.6,0.0
Jalen Smith,PHO,2021,6,18,10.6,-1.0,0.0
Tony Snell,ATL,2021,9,66,-5.7,-11.7,-0.2
Max Strus,MIA,2021,2,6,-6.6,-16.4,0.0
Jayson Tatum,BOS,2021,5,185,24.1,6.5,0.4
Jeff Teague,MIL,2021,16,119,5.6,-6.3,-0.1
Matt Thomas,UTA,2021,3,7,-12.0,-20.9,0.0
Tristan Thompson,BOS,2021,5,132,22.6,1.4,0.1
Matisse Thybulle,PHI,2021,12,220,11.1,2.4,0.2
Xavier Tillman Sr.,MEM,2021,3,18,-0.9,-11.0,0.0
Anthony Tolliver,PHI,2021,1,2,-7.3,-15.9,0.0
Obi Toppin,NYK,2021,5,65,15.1,1.6,0.1
Axel Toupane,MIL,2021,4,10,22.7,4.8,0.0
P.J. Tucker,MIL,2021,23,681,6.8,-1.7,0.0
Rayjon Tucker,PHI,2021,1,2,3.5,-16.4,0.0
Jonas ValanÄiÅ«nas,MEM,2021,5,166,17.7,-0.2,0.1
Gabe Vincent,MIA,2021,3,14,12.7,1.8,0.0
Kemba Walker,BOS,2021,3,91,4.3,-9.1,-0.2
Tremont Waters,BOS,2021,3,6,5.4,-9.1,0.0
Russell Westbrook,WAS,2021,5,186,15.7,1.7,0.2
Grant Williams,BOS,2021,5,57,14.6,2.1,0.1
Lou Williams,ATL,2021,18,277,14.7,1.9,0.3
Robert Williams,BOS,2021,3,46,27.2,7.9,0.1
Justise Winslow,MEM,2021,1,3,14.0,10.9,0.0
Cassius Winston,WAS,2021,1,5,-7.3,-18.1,0.0
Trae Young,ATL,2021,16,603,21.2,6.3,1.3
Ivica Zubac,LAC,2021,17,301,17.6,-0.3,0.1
Precious Achiuwa,TOR,2022,6,167,10.9,-3.3,-0.1
Steven Adams,MEM,2022,7,114,12.8,-1.1,0.0
Bam Adebayo,MIA,2022,18,614,17.9,2.9,0.8
Nickeil Alexander-Walker,UTA,2022,1,5,66.5,50.1,0.1
Grayson Allen,MIL,2022,12,305,10.3,0.2,0.2
Jose Alvarado,NOP,2022,6,117,13.3,-0.1,0.1
Kyle Anderson,MEM,2022,12,221,15.0,2.8,0.3
Giannis Antetokounmpo,MIL,2022,12,448,26.8,10.4,1.4
Thanasis Antetokounmpo,MIL,2022,8,20,11.2,-0.7,0.0
OG Anunoby,TOR,2022,6,217,15.2,0.8,0.1
Deandre Ayton,PHO,2022,13,397,23.5,3.6,0.6
Desmond Bane,MEM,2022,12,428,16.0,3.5,0.6
Dalano Banton,TOR,2022,4,8,46.9,21.4,0.0
Scottie Barnes,TOR,2022,4,133,16.8,1.7,0.1
Will Barton,DEN,2022,5,172,9.9,-2.8,0.0
Charles Bassey,PHI,2022,3,12,14.6,1.8,0.0
Malik Beasley,MIN,2022,6,119,9.0,-2.6,0.0
DÄvis BertÄns,DAL,2022,18,192,13.0,0.9,0.1
Patrick Beverley,MIN,2022,6,194,11.5,1.0,0.1
Khem Birch,TOR,2022,6,63,8.1,-5.2,0.0
Bismack Biyombo,PHO,2022,9,86,11.4,-2.3,0.0
Nemanja Bjelica,GSW,2022,15,150,11.4,-1.5,0.0
Bogdan BogdanoviÄ,ATL,2022,4,107,15.6,1.1,0.1
Bojan BogdanoviÄ,UTA,2022,6,214,13.1,-0.5,0.1
Isaac Bonga,TOR,2022,1,3,30.3,4.3,0.0
Devin Booker,PHO,2022,10,366,18.0,1.9,0.4
Chris Boucher,TOR,2022,6,130,24.5,5.3,0.2
Tony Bradley,CHI,2022,2,8,58.6,36.1,0.1
Mikal Bridges,PHO,2022,13,500,13.8,1.4,0.4
Armoni Brooks,TOR,2022,4,8,-18.9,-30.3,-0.1
Dillon Brooks,MEM,2022,11,335,6.9,-4.6,-0.2
Bruce Brown,BRK,2022,4,139,15.4,2.4,0.2
Jaylen Brown,BOS,2022,24,920,17.2,2.6,1.1
Sterling Brown,DAL,2022,9,26,20.3,7.0,0.1
Troy Brown Jr.,CHI,2022,3,37,3.6,-7.0,0.0
Jalen Brunson,DAL,2022,18,629,20.1,1.5,0.6
Reggie Bullock,DAL,2022,18,707,10.1,0.4,0.4
Trey Burke,DAL,2022,10,37,29.6,9.0,0.1
Jared Butler,UTA,2022,1,5,-15.2,-18.6,0.0
Jimmy Butler,MIA,2022,17,629,29.9,11.8,2.2
Facundo Campazzo,DEN,2022,4,13,-10.5,-19.4,-0.1
Vlatko ÄanÄar,DEN,2022,2,9,13.1,0.6,0.0
Clint Capela,ATL,2022,2,40,7.8,-3.1,0.0
Jevon Carter,MIL,2022,11,126,8.6,-1.2,0.0
Alex Caruso,CHI,2022,4,113,12.4,3.3,0.2
Marquese Chriss,DAL,2022,8,30,19.0,-1.1,0.0
Brandon Clarke,MEM,2022,12,296,22.4,4.8,0.5
Jordan Clarkson,UTA,2022,6,170,19.8,4.3,0.3
Nic Claxton,BRK,2022,4,98,24.1,6.6,0.2
John Collins,ATL,2022,5,122,10.7,-0.9,0.0
Mike Conley,UTA,2022,6,174,8.2,-3.9,-0.1
Pat Connaughton,MIL,2022,12,318,12.2,2.2,0.3
DeMarcus Cousins,DEN,2022,5,57,32.9,11.8,0.2
Torrey Craig,PHO,2022,9,69,10.7,0.3,0.0
Jae Crowder,PHO,2022,13,383,9.8,-0.9,0.1
Jarrett Culver,MEM,2022,3,22,3.6,-11.5,-0.1
Seth Curry,BRK,2022,4,132,16.4,3.0,0.2
Stephen Curry,GSW,2022,22,764,24.4,7.7,1.9
Dewayne Dedmon,MIA,2022,14,138,11.2,-6.2,-0.1
DeMar DeRozan,CHI,2022,5,203,13.4,-0.8,0.1
Gorgui Dieng,ATL,2022,2,10,15.4,-1.3,0.0
Spencer Dinwiddie,DAL,2022,18,501,16.6,1.3,0.4
Luka DonÄiÄ,DAL,2022,15,552,28.6,9.3,1.6
